variant,video,condition,frame_start,frame_end,id_switches,failures,missing_frames,eligible_frames,excluded_frames,failure_event,switch_event,miss_rate,note,overlap_start,overlap_end,post_overlap_switches
velocity,crossing_05,crossing,50,574,5,0,53,1012,38,0,1,0.052372,synthetic; one scripted event; exact rear-object occlusion mask,264,340,3
velocity,crossing_06,crossing,50,574,4,1,53,1011,39,1,1,0.052423,synthetic; one scripted event; exact rear-object occlusion mask,264,346,2
velocity,crossing_07,crossing,50,574,4,1,58,1011,39,1,1,0.057369,synthetic; one scripted event; exact rear-object occlusion mask,265,335,2
velocity,crossing_08,crossing,50,574,4,0,52,1016,34,0,1,0.051181,synthetic; one scripted event; exact rear-object occlusion mask,264,340,2
velocity,crossing_09,crossing,50,574,7,1,48,1007,43,1,1,0.047666,synthetic; one scripted event; exact rear-object occlusion mask,264,346,2
velocity,crossing_10,crossing,50,574,1,1,65,1017,33,1,1,0.063913,synthetic; one scripted event; exact rear-object occlusion mask,265,335,1
velocity,stopping_01,stopping,50,574,1,1,151,525,0,1,1,0.287619,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,stopping_02,stopping,50,574,1,1,151,525,0,1,1,0.287619,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,stopping_03,stopping,50,574,1,1,151,525,0,1,1,0.287619,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,stopping_04,stopping,50,574,1,1,151,525,0,1,1,0.287619,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,stopping_05,stopping,50,574,1,1,151,525,0,1,1,0.287619,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,lighting_01,lighting,50,574,0,2,34,525,0,1,0,0.064762,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,lighting_02,lighting,50,574,3,2,37,525,0,1,1,0.070476,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,lighting_03,lighting,50,574,1,2,37,525,0,1,1,0.070476,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,lighting_04,lighting,50,574,0,2,34,525,0,1,0,0.064762,synthetic; one scripted event; exact rear-object occlusion mask,,,
velocity,lighting_05,lighting,50,574,1,2,52,525,0,1,1,0.099048,synthetic; one scripted event; exact rear-object occlusion mask,,,
