frame,foreground_pixels,foreground_fraction,boxes,mean_gray
104,6165,0.06081321022727273,5,90.41472340593434
105,5535,0.05459872159090909,4,90.56727430555556
106,5254,0.051826862373737376,4,90.83962673611111
107,4929,0.04862097537878788,6,90.95239504419192
108,5083,0.050140072601010104,4,91.37522687815657
109,5256,0.05184659090909091,4,91.42794152462122
110,5288,0.05216224747474747,6,91.59898792613636
111,5297,0.052251025883838384,4,91.48971156881314
112,5611,0.05534840593434343,4,91.46138139204545
113,5591,0.05515112058080808,4,91.40154474431819
114,5364,0.052911931818181816,3,91.42431147411617
115,5073,0.050041429924242424,5,91.31243095012626
116,4477,0.04416232638888889,3,91.51325757575758
117,3641,0.03591579861111111,2,91.77061631944444
118,3117,0.030746922348484848,2,92.09623579545455
119,2809,0.027708727904040404,2,92.2452059659091
120,2487,0.024532433712121212,3,92.50176570391415
121,2192,0.021622474747474748,1,92.62271148989899
122,1982,0.019550978535353536,1,92.84074139835859
123,1805,0.017805003156565656,2,92.86394215593434
124,1758,0.017341382575757576,2,92.96130247790404
125,1651,0.016285905934343436,3,92.93797348484848
126,1669,0.016463462752525252,3,92.98767952967172
127,1646,0.016236584595959596,2,92.92827690972223
128,1618,0.0159603851010101,2,92.94941603535354
129,1468,0.01448074494949495,2,92.94159367108585
130,1420,0.014007260101010102,3,93.14693813131314
131,1167,0.011511600378787878,1,93.28283814709596
132,1002,0.009883996212121212,1,93.48227391098484
133,941,0.009282275883838384,1,93.52873461174242
134,962,0.009489425505050506,1,93.68158143939394
135,1037,0.01022924558080808,1,93.64807252209596
136,1137,0.011215672348484848,1,93.70825441919192
137,1281,0.012636126893939394,1,93.68310053661617
138,1347,0.01328716856060606,1,93.6747159090909
139,1403,0.01383956755050505,1,93.52520320391415
140,1436,0.014165088383838384,1,93.4091796875
141,1523,0.015023279671717172,1,93.24824416035354
142,1581,0.015595407196969696,1,93.17031644570707
143,1642,0.016197127525252524,1,93.09354285037878
144,1683,0.0166015625,1,93.13458806818181
145,1622,0.015999842171717172,1,93.1556976010101
146,1584,0.015625,1,93.30510179924242
147,1583,0.015615135732323232,2,93.32482047032828
148,1555,0.015338936237373738,1,93.42144097222223
149,1507,0.014865451388888888,1,93.41148792613636
150,1534,0.015131786616161616,2,93.43126578282828
151,1580,0.01558554292929293,2,93.3565340909091
152,1694,0.016710069444444444,2,93.29958767361111
153,1762,0.017380839646464648,2,93.14856573547979
154,1741,0.017173690025252524,2,93.05161971275253
155,1744,0.017203282828282828,2,92.8754241635101
156,1732,0.017084911616161616,2,92.78621172664141
157,1613,0.015911063762626264,2,92.73678188131314
158,1546,0.015250157828282828,2,92.81828046085859
159,1351,0.013326625631313132,2,92.82465277777777
160,1250,0.012330334595959596,2,92.95088581123737
161,1080,0.01065340909090909,3,92.99975339330808
162,949,0.009361190025252526,3,93.12192234848484
163,913,0.009006076388888888,3,93.1313723169192
164,985,0.009716303661616162,2,93.25442905618686
165,953,0.009400647095959596,3,93.25070036300505
166,983,0.009696575126262626,2,93.35642558396465
167,976,0.009627525252525252,2,93.32420888573232
168,1017,0.010031960227272728,2,93.34926412563131
169,1036,0.010219381313131314,2,93.26889993686869
170,1044,0.010298295454545454,2,93.34020872790404
171,1744,0.017203282828282828,4,93.61512586805556
172,1677,0.016542376893939392,4,93.76551649305556
173,1351,0.013326625631313132,2,93.7793856534091
174,957,0.009440104166666666,1,93.82540246212122
175,805,0.00794073547979798,1,93.86178188131314
176,1369,0.01350418244949495,3,94.25896661931819
177,635,0.006263809974747475,1,94.18453085542929
178,501,0.004941998106060606,1,94.29910432449495
179,466,0.004596748737373737,1,94.37465475063131
180,418,0.004123263888888889,1,94.49352904040404
181,449,0.004429056186868687,1,94.44129774305556
182,647,0.006382181186868687,2,94.63176688762626
183,562,0.005543718434343434,2,94.4510041824495
184,542,0.005346433080808081,1,94.40779869002525
185,538,0.00530697601010101,1,94.31990806502525
186,573,0.005652225378787879,3,94.31344696969697
187,538,0.00530697601010101,1,94.26541785037878
188,519,0.005119554924242424,2,94.27030066287878
189,482,0.00475457702020202,2,94.21290048926768
190,479,0.004724984217171717,2,94.26273476957071
191,458,0.004517834595959596,2,94.28526475694444
192,392,0.0038667929292929295,1,94.1965455334596
193,404,0.003985164141414141,1,94.09259588068181
194,343,0.003383443813131313,1,93.8693970959596
195,381,0.003758285984848485,1,94.06077375315657
196,382,0.0037681502525252525,1,94.19108072916667
197,314,0.0030973800505050505,1,94.26890980113636
198,277,0.0027324021464646465,1,94.30859375
199,283,0.0027915877525252525,1,94.16458530618686
200,283,0.0027915877525252525,1,94.21002012310606
201,261,0.0025745738636363635,1,94.21229876893939
202,259,0.0025548453282828285,1,94.24578795770202
203,308,0.0030381944444444445,1,94.2022372159091
204,333,0.0032848011363636365,1,94.17071101641415
205,356,0.003511679292929293,1,94.09835661300505
206,359,0.003541272095959596,1,94.16593671085859
207,359,0.003541272095959596,1,94.0962555239899
208,382,0.0037681502525252525,1,94.11656605113636
209,387,0.003817471590909091,1,93.88722182765152
210,358,0.0035314078282828285,1,94.07481060606061
211,357,0.0035215435606060605,1,94.1159150094697
212,966,0.009528882575757576,2,95.71089804292929
213,1376,0.013573232323232324,2,96.36161418876263
214,12942,0.12766335227272727,6,100.39268663194444
215,26878,0.2651317866161616,9,105.21555397727273
216,38335,0.3781467013888889,14,109.42813880997475
217,42058,0.414871369949495,12,111.99988162878788
218,49718,0.49043166035353536,8,115.57498816287878
219,55212,0.544625946969697,7,118.5274325284091
220,57098,0.5632299558080808,6,120.3165739425505
221,59424,0.5861742424242424,2,122.67817826704545
222,58606,0.5781052714646465,2,124.19259982638889
223,57462,0.5668205492424242,3,125.49148713699495
224,54430,0.5369120896464646,3,127.25333412247475
225,40101,0.3955669981060606,8,127.96569207702021
226,29226,0.2882930871212121,10,128.76747948232324
227,21558,0.21265388257575757,13,129.09080058396464
228,15716,0.1550268308080808,9,129.81612018623738
229,11626,0.11468197601010101,10,129.8490175189394
230,9039,0.08916311553030302,9,129.37531565656565
231,6671,0.06580452967171717,8,128.5504853219697
232,4503,0.04441879734848485,10,127.43773674242425
233,2442,0.024088541666666668,5,126.00049321338383
234,1228,0.012113320707070708,3,124.75982481060606
235,728,0.007181186868686869,2,123.0704012784091
236,428,0.004221906565656566,0,121.71240727588383
237,264,0.0026041666666666665,0,121.0086213699495
238,138,0.0013612689393939395,0,120.03170375631314
239,100,0.0009864267676767677,0,117.96927280618686
240,108,0.001065340909090909,0,117.07575757575758
241,116,0.0011442550505050505,0,116.56077375315657
242,169,0.0016670612373737373,1,116.15236347853535
243,199,0.0019629892676767675,1,115.06972064393939
244,248,0.002446338383838384,1,114.63147095959596
245,295,0.0029099589646464645,1,113.6664397885101
246,310,0.00305792297979798,1,113.36998895202021
247,388,0.0038273358585858585,1,112.37859059343434
248,430,0.004241635101010101,1,111.72892992424242
249,500,0.004932133838383838,1,111.17308830492425
250,524,0.005168876262626263,1,110.87050189393939
251,595,0.005869239267676768,1,110.11793718434343
252,641,0.006322995580808081,1,109.423828125
253,743,0.007329150883838384,1,108.81576507260101
254,787,0.007763178661616162,1,108.31905973800505
255,844,0.00832544191919192,1,107.53573824179293
256,834,0.008226799242424242,1,107.15171243686869
257,915,0.009025804924242424,1,106.34926412563131
258,943,0.00930200441919192,1,106.18077256944444
259,1022,0.010081281565656566,1,106.07367621527777
260,1084,0.010692866161616162,1,106.1900055239899
261,1150,0.011343907828282828,1,106.24798768939394
262,1181,0.011649700126262626,1,106.50334398674242
263,1177,0.011610243055555556,1,106.53852982954545
264,1153,0.011373500631313132,1,106.69189946338383
265,1146,0.011304450757575758,1,106.66306620896465
266,1106,0.01090988005050505,1,106.81278606376263
267,1076,0.01061395202020202,1,106.90644728535354
268,1023,0.010091145833333334,1,107.04412286931819
269,991,0.009775489267676768,1,107.04579979482324
270,969,0.009558475378787878,1,107.1075895675505
271,945,0.009321732954545454,2,107.0446259469697
272,912,0.008996212121212122,2,106.85700757575758
273,941,0.009282275883838384,1,106.82758246527777
274,965,0.009519018308080808,1,106.8822995580808
275,879,0.008670691287878788,1,106.70046164772727
276,861,0.00849313446969697,2,106.38373974116162
277,784,0.007733585858585859,2,106.23582504734848
278,658,0.006490688131313131,2,106.12566090593434
279,600,0.005918560606060606,2,105.97150213068181
280,605,0.005967881944444444,2,105.80616714015152
281,508,0.00501104797979798,2,105.47165995896465
282,462,0.004557291666666667,2,105.29159761679293
283,465,0.00458688446969697,2,105.01194562815657
284,463,0.004567155934343434,2,104.90456321022727
285,509,0.005020912247474747,2,104.73726523042929
286,499,0.004922269570707071,2,104.57234453914141
287,566,0.005583175505050505,2,104.35298295454545
288,580,0.005721275252525253,2,104.17609690656566
289,637,0.00628353851010101,2,104.05883049242425
290,652,0.006431502525252525,3,103.97011126893939
291,696,0.006865530303030303,2,103.7407867739899
292,767,0.007565893308080808,1,103.58190301452021
293,725,0.007151594065656566,1,103.48062657828282
294,734,0.007240372474747475,1,103.45202020202021
295,777,0.007664535984848485,1,103.31332859848484
296,748,0.007378472222222222,1,103.32251223169192
297,866,0.008542455808080808,2,103.12847222222223
298,855,0.008433948863636364,1,103.14610953282828
299,876,0.008641098484848484,2,103.17877012310606
300,1009,0.009953046085858586,2,103.41197127525253
301,1052,0.010377209595959596,1,103.39196654040404
302,1208,0.011916035353535354,2,103.58721985479798
303,1290,0.012724905303030304,2,103.69021267361111
304,1355,0.013366082702020202,2,103.88895793876263
305,1378,0.013592960858585858,1,103.93997593118686
306,1446,0.01426373106060606,2,104.04319562815657
307,1516,0.014954229797979798,3,104.09978693181819
308,1590,0.015684185606060608,2,104.15719696969697
309,1618,0.0159603851010101,2,104.06066524621212
310,1742,0.017183554292929292,2,103.93803267045455
311,1890,0.018643465909090908,2,103.6437223800505
312,1953,0.019264914772727272,2,103.48574613320707
313,1946,0.0191958648989899,2,103.2980192550505
314,1963,0.019363557449494948,2,103.54180476641415
315,1968,0.019412878787878788,2,103.6319247159091
316,1962,0.01935369318181818,2,104.11714804292929
317,1934,0.019077493686868688,2,104.33940972222223
318,2101,0.020724826388888888,3,104.36648713699495
319,2132,0.021030618686868688,2,104.40885416666667
320,2265,0.022342566287878788,2,104.6700106534091
321,2412,0.023792613636363636,3,104.78643860479798
322,2490,0.024562026515151516,3,105.07855902777777
323,2541,0.025065104166666668,3,104.94311276830808
324,2539,0.025045375631313132,4,104.8215849905303
325,2655,0.02618963068181818,3,104.5974885574495
326,2759,0.02721551452020202,2,104.69298453282828
327,2709,0.026722301136363636,3,104.98347735164141
328,2548,0.02513415404040404,3,105.50957820391415
329,2522,0.02487768308080808,3,105.39626736111111
330,2579,0.02543994633838384,3,105.51560527146465
331,2668,0.02631786616161616,2,105.63040561868686
332,2719,0.026820943813131312,2,105.88463738952021
333,2994,0.029533617424242424,2,105.95885613952021
334,3020,0.029790088383838384,3,106.04431029040404
335,3142,0.03099352904040404,2,106.01549676452021
336,3287,0.03242384785353535,2,106.1164674084596
337,3434,0.0338738952020202,2,106.05857402146465
338,3666,0.036162405303030304,3,106.09331597222223
339,3867,0.03814512310606061,5,105.8843020044192
340,4095,0.04039417613636364,3,105.50013809974747
341,4216,0.04158775252525253,3,104.98162286931819
342,4063,0.04007851957070707,2,104.90965317234848
343,4100,0.04044349747474747,2,104.90331044823232
344,4161,0.041045217803030304,3,105.14486663510101
345,4261,0.04203164457070707,4,105.30741990214646
346,4441,0.043807212752525256,4,105.53689236111111
347,4495,0.044339883207070704,4,105.71298926767676
348,4447,0.043866398358585856,4,105.92354206123737
349,4621,0.04558278093434343,3,105.79354087752525
350,4666,0.046026672979797977,3,105.54002919823232
351,5179,0.0510870422979798,4,105.06546914457071
352,5593,0.055170849116161616,1,104.79441879734848
353,5996,0.05914614898989899,1,104.40970249368686
354,5684,0.05606849747474747,4,104.32811513573232
355,5497,0.05422387941919192,5,104.45208925189394
356,5426,0.053523516414141416,3,105.06033972537878
357,5990,0.059086963383838384,3,104.89685921717172
358,6410,0.06322995580808081,5,104.00362018623737
359,6362,0.06275647095959595,3,103.0908203125
360,6530,0.06441366792929293,3,102.75167692550505
361,6776,0.06684027777777778,5,102.94291548295455
362,7307,0.07207820391414141,2,103.02423650568181
363,7515,0.07412997159090909,3,102.57504734848484
364,7664,0.07559974747474747,3,102.95418047664141
365,7972,0.07863794191919192,3,102.06295375631314
366,8202,0.08090672348484848,2,101.6166745580808
367,8438,0.08323469065656566,3,100.92674794823232
368,9458,0.09329624368686869,3,100.27171125315657
369,9610,0.09479561237373738,3,100.22712476325758
370,9651,0.09520004734848485,4,100.53341027462122
371,10203,0.10064512310606061,2,100.94535195707071
372,10306,0.10166114267676768,4,101.40203795770202
373,10448,0.10306186868686869,2,101.75233783143939
374,10584,0.10440340909090909,4,101.97005208333333
375,11034,0.10884232954545454,5,101.93019057765152
376,11437,0.11281762941919192,4,102.11199889520202
377,11849,0.11688170770202021,2,102.1188841540404
378,11302,0.11148595328282829,1,102.8586549084596
379,10005,0.09869199810606061,1,103.73268821022727
380,8018,0.07909169823232323,4,104.93380089962122
381,5861,0.05781447285353535,2,105.95748500631314
382,4313,0.04254458648989899,1,106.71621488320707
383,3142,0.03099352904040404,1,107.15125868055556
384,2140,0.021109532828282828,1,107.41913273358585
385,1513,0.014924636994949494,1,107.87290877525253
386,1181,0.011649700126262626,2,108.09243805239899
387,745,0.007348879419191919,2,107.69998816287878
388,343,0.003383443813131313,2,107.54399463383838
389,7,6.904987373737373e-05,0,107.37070904356061
390,0,0.0,0,107.4287997159091
391,0,0.0,0,107.38777422664141
392,0,0.0,0,107.39149305555556
393,0,0.0,0,107.37310606060606
394,0,0.0,0,107.39330808080808
395,0,0.0,0,107.37867937184343
396,0,0.0,0,107.27267795138889
397,0,0.0,0,107.2338620580808
398,0,0.0,0,107.2748382260101
399,0,0.0,0,107.26433278093434
400,0,0.0,0,107.28300583964646
401,0,0.0,0,107.26512192234848
402,0,0.0,0,107.29083806818181
403,0,0.0,0,107.28539299242425
404,0,0.0,0,107.31605113636364
405,0,0.0,0,107.30356297348484
406,0,0.0,0,107.32057883522727
407,0,0.0,0,107.30763691603535
408,0,0.0,0,107.36772017045455
409,0,0.0,0,107.32300544507575
410,0,0.0,0,107.36420849116162
411,0,0.0,0,107.34821851325758
412,0,0.0,0,107.38020833333333
413,0,0.0,0,107.36827256944444
414,0,0.0,0,107.38417376893939
415,0,0.0,0,107.36993963068181
416,0,0.0,0,107.38889875315657
417,0,0.0,0,107.38552517361111
418,0,0.0,0,107.40203795770202
419,0,0.0,0,107.37981376262626
420,0,0.0,0,107.47445154671718
421,0,0.0,0,107.44038036616162
422,0,0.0,0,107.48803464330808
423,0,0.0,0,107.47096946022727
424,0,0.0,0,107.4828854955808
425,0,0.0,0,107.46742818813131
426,0,0.0,0,107.49028369633838
427,0,0.0,0,107.48039970012626
428,0,0.0,0,107.48827138573232
429,0,0.0,0,107.47831833964646
430,0,0.0,0,107.48666351010101
431,0,0.0,0,107.47967960858585
432,0,0.0,0,107.48244160353535
433,0,0.0,0,107.43367266414141
434,0,0.0,0,107.4727450284091
435,0,0.0,0,107.44884390782828
436,0,0.0,0,107.48290522411617
437,0,0.0,0,107.47120620265152
438,0,0.0,0,107.49021464646465
439,0,0.0,0,107.46932212752525
440,0,0.0,0,107.47429371843434
441,0,0.0,0,107.46814827967172
442,0,0.0,0,107.48043915719697
443,0,0.0,0,107.470703125
444,0,0.0,0,107.49490017361111
445,0,0.0,0,107.4514283459596
446,0,0.0,0,107.49437736742425
447,0,0.0,0,107.47715435606061
448,0,0.0,0,107.49924045138889
449,0,0.0,0,107.48639717487374
450,0,0.0,0,107.4994870580808
451,0,0.0,0,107.48248106060606
452,0,0.0,0,107.49927004419192
453,0,0.0,0,107.48978061868686
454,0,0.0,0,107.49935882260101
455,0,0.0,0,107.48477943497475
456,0,0.0,0,107.45568970959596
457,0,0.0,0,107.39682962436869
458,0,0.0,0,107.43751972853535
459,0,0.0,0,107.42413391729798
460,0,0.0,0,107.45328282828282
461,0,0.0,0,107.43041745580808
462,0,0.0,0,107.4514678030303
463,0,0.0,0,107.43249881628788
464,0,0.0,0,107.46893742108585
465,0,0.0,0,107.45371685606061
466,0,0.0,0,107.45998066603535
467,0,0.0,0,107.44670336174242
468,0,0.0,0,107.49413076073232
469,0,0.0,0,107.45289812184343
470,0,0.0,0,107.49820470328282
471,0,0.0,0,107.47177833017676
472,0,0.0,0,107.48656486742425
473,0,0.0,0,107.47596077967172
474,0,0.0,0,107.48945509785354
475,0,0.0,0,107.4814453125
476,0,0.0,0,107.49291745580808
477,0,0.0,0,107.48363517992425
478,0,0.0,0,107.50132181186869
479,0,0.0,0,107.48262902462122
480,0,0.0,0,107.49437736742425
481,0,0.0,0,107.45755405618686
482,0,0.0,0,107.48644649621212
483,0,0.0,0,107.46303858901516
484,0,0.0,0,107.4983033459596
485,0,0.0,0,107.48751183712122
486,0,0.0,0,107.50009864267676
487,0,0.0,0,107.48490767045455
488,0,0.0,0,107.50045375631314
489,0,0.0,0,107.48474984217172
490,0,0.0,0,107.51041666666667
491,0,0.0,0,107.50143031881314
492,0,0.0,0,107.51408617424242
493,0,0.0,0,107.45867858270202
494,0,0.0,0,107.5057705965909
495,0,0.0,0,107.48589409722223
496,0,0.0,0,107.50199258207071
497,0,0.0,0,107.47918639520202
498,0,0.0,0,107.49292732007575
499,0,0.0,0,107.4769866635101
500,0,0.0,0,107.4929963699495
501,0,0.0,0,107.48528251262626
502,0,0.0,0,107.5024660669192
503,0,0.0,0,107.49268071338383
504,0,0.0,0,107.51569404987374
505,0,0.0,0,107.48945509785354
506,0,0.0,0,107.54149897411617
507,0,0.0,0,107.51756826073232
508,0,0.0,0,107.53849037247475
509,0,0.0,0,107.52647569444444
510,0,0.0,0,107.53332149621212
511,0,0.0,0,107.52894176136364
512,0,0.0,0,107.53621172664141
513,0,0.0,0,107.529296875
514,0,0.0,0,107.5432252209596
515,0,0.0,0,107.5318023989899
516,0,0.0,0,107.49867818813131
517,0,0.0,0,107.45952690972223
518,0,0.0,0,107.4970703125
519,0,0.0,0,107.4809816919192
520,0,0.0,0,107.50414299242425
521,0,0.0,0,107.48439472853535
522,0,0.0,0,107.49763257575758
523,0,0.0,0,107.48591382575758
524,0,0.0,0,107.50190380366162
